Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to Region value or percentiles,Time period Sortable,New data,Compared to goal,Time period range
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/21 geography)",Fourth less deprived decile (IMD2019),2015/16,62.16029,61.57195,62.73805,61.20846,63.09393,,26413,,,Worse,Not compared,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/21 geography)",Third less deprived decile (IMD2019),2015/16,60.53004,59.89574,61.17289,59.54821,61.57258,,23020,,,Better,Not compared,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/21 geography)",Second least deprived decile (IMD2019),2015/16,60.53125,59.94666,61.11121,59.63112,61.48674,,26622,,,Better,Not compared,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/21 geography)",Least deprived decile (IMD2019),2015/16,57.18407,56.3748,57.96681,55.94306,58.42554,,14824,,,Better,Not compared,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Most deprived decile (IMD2019),2015/16,64.70306,64.063,65.32387,63.73981,65.69259,,21969,,,Worse,Not compared,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Second most deprived decile (IMD2019),2015/16,62.90943,62.25725,63.54399,61.91539,63.90485,,21061,,,Worse,Not compared,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Third more deprived decile (IMD2019),2015/16,61.5772,60.88716,62.2767,60.49568,62.70052,,18641,,,Similar,Not compared,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Fourth more deprived decile (IMD2019),2015/16,62.22372,61.45732,62.98756,61.03405,63.42385,,15357,,,Worse,Not compared,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Fifth more deprived decile (IMD2019),2015/16,61.14544,60.43141,61.87514,60.01482,62.2575,,17524,,,Similar,Not compared,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Fifth less deprived decile (IMD2019),2015/16,59.62542,58.87565,60.36031,58.459,60.81804,,17041,,,Better,Not compared,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Fourth less deprived decile (IMD2019),2015/16,59.86382,59.08923,60.59896,58.63322,61.02417,,16228,,,Better,Not compared,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Third less deprived decile (IMD2019),2015/16,60.46923,59.65428,61.30195,59.20558,61.71387,,13595,,,Similar,Not compared,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Second least deprived decile (IMD2019),2015/16,59.05545,58.23715,59.86027,57.73342,60.34281,,14295,,,Better,Not compared,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Least deprived decile (IMD2019),2015/16,57.57626,56.79165,58.39188,56.37274,58.82434,,14562,,,Better,Not compared,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18-24 yrs,,,2015/16,33.459,32.37545,34.52397,31.79797,35.15514,,7447,,,Not compared,Not compared,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E12000007,London region,Region,Persons,18+ yrs,,,2015/16,54.99913,54.21309,55.77645,53.77608,56.1827,,16247,,,Better,Not compared,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000001,City of London,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,43.49765,37.3444,49.79253,34.43942,53.52697,,241,,,Better,Better,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000002,Barking and Dagenham,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,68.28775,64.91228,71.65992,63.15776,73.4143,,741,,,Worse,Worse,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000003,Barnet,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,49.19784,45.80802,52.61239,43.86379,54.1921,,823,,,Better,Better,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000004,Bexley,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,60.36224,55.70776,64.84018,52.96781,67.12374,,438,,,Similar,Worse,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000005,Brent,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,56.49138,51.31579,61.31579,48.42105,64.47368,,380,,,Similar,Similar,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000006,Bromley,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,60.78743,56.10329,65.49296,53.75563,68.07535,,426,,,Similar,Worse,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000007,Camden,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,44.07857,39.50339,48.75847,36.56885,51.24176,,443,,,Better,Better,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000008,Croydon,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,63.37289,58.58824,68,56.23506,70.58824,,425,,,Similar,Worse,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000009,Ealing,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,56.08583,51.25,61,48.5,63.75,,400,,,Better,Similar,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000010,Enfield,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,61.86236,58.41463,65.12195,56.58537,66.82939,,820,,,Similar,Worse,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000011,Greenwich,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,63.49197,60.31363,66.70688,58.26297,68.63691,,829,,,Similar,Worse,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000012,Hackney,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,50.46091,45.45455,55.55556,42.67677,58.58611,,396,,,Better,Similar,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000013,Hammersmith and Fulham,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,51.06479,46.53244,55.7047,43.84765,58.16555,,447,,,Better,Similar,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000014,Haringey,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,52.13996,48.69359,55.58195,46.55582,57.36354,,842,,,Better,Similar,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000015,Harrow,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,51.99197,47.34411,56.58199,44.80346,59.1224,,433,,,Better,Similar,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000016,Havering,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,60.65809,55.90361,65.3012,53.49373,68.19277,,415,,,Similar,Worse,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000017,Hillingdon,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,55.07825,50.12407,59.80149,47.39429,62.77916,,403,,,Better,Similar,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000018,Hounslow,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,59.61899,54.74453,64.47689,51.82482,66.90998,,411,,,Similar,Similar,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000019,Islington,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,49.47551,44.60432,54.43645,41.96643,56.59472,,417,,,Better,Better,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000020,Kensington and Chelsea,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,45.97552,41.16223,50.60533,38.74068,53.75327,,413,,,Better,Better,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000021,Kingston upon Thames,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,51.85881,47.31935,56.64336,44.52214,59.20746,,429,,,Better,Similar,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000022,Lambeth,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,51.37465,47.83684,54.88257,45.85909,56.86032,,809,,,Better,Better,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000023,Lewisham,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,56.99447,52.0202,61.86869,48.9899,64.39394,,396,,,Similar,Similar,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000024,Merton,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,54.05134,49.42529,58.85057,46.66644,61.37931,,435,,,Better,Similar,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000025,Newham,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,60.38357,54.98489,65.86103,51.66163,68.58036,,331,,,Similar,Similar,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000026,Redbridge,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,53.77881,50.31766,57.17916,47.77637,59.08539,,787,,,Better,Similar,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000027,Richmond upon Thames,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,52.62661,47.99107,57.14286,45.75893,59.59821,,448,,,Better,Similar,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000028,Southwark,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,46.376,41.72494,51.04895,39.16061,53.84615,,429,,,Better,Better,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000029,Sutton,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,53.00328,48.20144,57.79376,46.04293,60.19185,,417,,,Better,Similar,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000030,Tower Hamlets,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,55.55044,50.61728,60.49383,47.90123,63.20988,,405,,,Better,Similar,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000031,Waltham Forest,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,53.70232,48.84319,58.61183,46.27249,61.69692,,389,,,Better,Similar,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000032,Wandsworth,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,52.87353,48.19277,57.59036,45.78313,60.48217,,415,,,Better,Similar,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E12000007,London region,E09000033,Westminster,Districts & UAs (2020/21),Persons,18+ yrs,,,2015/16,49.74411,44.92754,54.58937,42.02899,57.24638,,414,,,Better,Better,20150000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Male,18+ yrs,,,2016/17,67.20303,66.86985,67.53444,66.685,67.69961,,76287,,,Not compared,Not compared,20160000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Female,18+ yrs,,,2016/17,55.29029,54.96075,55.61353,54.77837,55.77809,,89926,,,Not compared,Not compared,20160000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,85+ yrs,,,2016/17,64.2187,62.504,65.89817,61.57541,66.73071,,3123,,,Not compared,Not compared,20160000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,25-34 yrs,,,2016/17,50.18642,49.51442,50.88311,49.09173,51.28568,,19873,,,Not compared,Not compared,20160000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,35-44 yrs,,,2016/17,59.93181,59.34498,60.52154,59.00551,60.86487,,25923,,,Not compared,Not compared,20160000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,45-54 yrs,,,2016/17,66.8466,66.32304,67.38818,65.99082,67.67929,,29198,,,Not compared,Not compared,20160000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,55-64 yrs,,,2016/17,71.165,70.67072,71.6607,70.36379,71.93755,,33233,,,Not compared,Not compared,20160000,,,1y
